season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attLgCentre,attPenMiss,attCorner,attFreekickGoal,attLgLeft,attLgRight,attObxdLeft,attemptsIbox,attemptsObox,ptsDroppedWinningPos,ptsGainedLosingPos,touchesInOppBox,attObxdRight,penaltySave,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2019-20,1059775,8.0,2019-10-05 15:00:00,13,Leicester,Away,208.0,31.0,1.0,1.0,,,,148.0,5.0,2.0,6.0,2.0,8.0,28.0,355.0,,1.0,15.0,11.0,17.0,,,,,,,,,1.0,2.0,,,,,,,9.0,14.0,4.0,,80.0,81.0,1.0,1.0,,2.0,8.0,,16.0,,,6.0,9.0,5.0,,7.0,3.0,63.0,54.0,2.0,27.0,13.0,,,54.0,17.0,8.0,,,1.0,,,190.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,13.0,,19.0,19.0,2.0,6.0,104.0,80.0,31.0,4.0,1.0,,1.0,1.0,450.0,,,4.0,5.0,,59.0,67.0,27.0,1.0,1.0,1.0,,181.0,181.0,5.0,42.0,21.0,49.3,,,19.0,0.0,,,,104.0,5.0,1.0,6.0,,,,1.0,,3.0,79.0,336.0,8.0,2.0,240.0,62.0,27.0,25.0,5.0,19.0,14.0,,133.0,6.0,257.0,1.0,2.0,17.0,9.0,66.0,2.0,478.0,,0.0,2.0,16.0,4.0,18.0,4.0,681.0,11.0,13.0,6.0,10.0,0.0,,,,,,,,1.0,1.0,,,15.0,,,0.407308,0.098575,0.020031,3.36623,,,,,,,
2019-20,1059787,9.0,2019-10-19 15:00:00,13,Leicester,Home,248.0,15.0,1.0,6.0,5.0,1.0,,224.0,5.0,,8.0,3.0,12.0,22.0,466.0,1.0,,25.0,24.0,23.0,12.0,1.0,,,,,1.0,,,14.0,,,,,,,3.0,8.0,5.0,,84.0,42.0,,,,3.0,17.0,7.0,5.0,,1.0,9.0,9.0,7.0,,6.0,,48.0,61.0,3.0,20.0,9.0,,,44.0,4.0,10.0,1.0,,2.0,,1.0,152.0,2.0,,1.0,2.0,,,6.0,,,2.0,1.0,,,,,9.0,,11.0,11.0,,8.0,176.0,57.0,38.0,4.0,1.0,8.0,7.0,3.0,532.0,,,6.0,1.0,,85.0,65.0,27.0,,,,,133.0,133.0,2.0,18.0,13.0,64.5,,,17.0,0.0,,,,144.0,3.0,,3.0,,,,9.0,,3.0,130.0,448.0,5.0,15.0,286.0,32.0,20.0,16.0,6.0,22.0,16.0,,164.0,5.0,292.0,1.0,,14.0,12.0,45.0,2.0,556.0,2.0,0.0,19.0,22.0,1.0,25.0,0.0,770.0,9.0,7.0,9.0,13.0,0.0,,,4.0,,,,,10.0,9.0,,3.0,28.0,,,,,,,,,,,,,
2019-20,1059799,10.0,2019-10-25 20:00:00,13,Leicester,Away,248.0,18.0,1.0,6.0,5.0,1.0,,369.0,7.0,,6.0,1.0,9.0,29.0,611.0,1.0,1.0,25.0,10.0,10.0,12.0,,1.0,,,,1.0,,,21.0,1.0,,,,,,10.0,3.0,3.0,,109.0,77.0,5.0,2.0,6.0,1.0,27.0,5.0,19.0,,,7.0,10.0,13.0,1.0,6.0,3.0,60.0,63.0,1.0,8.0,6.0,,,82.0,12.0,3.0,3.0,,2.0,,1.0,220.0,4.0,,4.0,4.0,,,7.0,,,7.0,1.0,,,,1.0,6.0,,5.0,5.0,1.0,6.0,199.0,74.0,54.0,2.0,5.0,4.0,12.0,15.0,694.0,,,1.0,3.0,,115.0,122.0,30.0,,,,1.0,154.0,154.0,5.0,25.0,40.0,72.6,,,27.0,0.0,,,,181.0,2.0,1.0,3.0,,1.0,1.0,5.0,,2.0,199.0,597.0,9.0,16.0,286.0,34.0,8.0,38.0,3.0,26.0,23.0,1.0,233.0,3.0,449.0,1.0,,10.0,11.0,48.0,,709.0,2.0,0.0,25.0,26.0,3.0,25.0,0.0,925.0,13.0,24.0,7.0,15.0,0.0,,,2.0,1.0,,,,16.0,9.0,,,43.0,,,,,,,,,,,,,
2019-20,1059806,11.0,2019-11-03 14:00:00,13,Leicester,Away,219.0,23.0,3.0,7.0,4.0,2.0,2.0,141.0,6.0,,5.0,3.0,,27.0,353.0,1.0,1.0,20.0,19.0,18.0,3.0,8.0,1.0,,,,1.0,,,4.0,,,,,1.0,4.0,10.0,3.0,9.0,,65.0,57.0,1.0,1.0,1.0,2.0,16.0,2.0,13.0,,,6.0,6.0,6.0,1.0,10.0,,66.0,58.0,2.0,24.0,11.0,,,48.0,16.0,13.0,1.0,,4.0,3.0,1.0,158.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,11.0,1.0,8.0,8.0,,5.0,104.0,54.0,27.0,5.0,,7.0,5.0,5.0,409.0,,,4.0,1.0,,59.0,51.0,25.0,,,,,125.0,125.0,3.0,24.0,21.0,55.8,1.0,,16.0,0.0,,,,104.0,1.0,2.0,3.0,,1.0,1.0,7.0,,3.0,73.0,336.0,9.0,12.0,246.0,41.0,24.0,15.0,5.0,20.0,15.0,1.0,105.0,4.0,205.0,1.0,,16.0,1.0,54.0,1.0,431.0,2.0,0.0,14.0,22.0,2.0,20.0,2.0,634.0,13.0,6.0,6.0,15.0,0.0,,,5.0,,,,,11.0,3.0,,,24.0,,,,,,,,,,,,,
2019-20,1059814,12.0,2019-11-09 17:30:00,13,Leicester,Home,170.0,12.0,2.0,7.0,6.0,1.0,,263.0,5.0,,4.0,,9.0,10.0,426.0,,,26.0,4.0,9.0,12.0,1.0,,1.0,,,1.0,,,16.0,,,1.0,,,,7.0,5.0,3.0,,64.0,52.0,2.0,1.0,1.0,1.0,17.0,3.0,10.0,,,5.0,7.0,4.0,,10.0,1.0,42.0,46.0,1.0,19.0,5.0,,,63.0,10.0,10.0,1.0,,3.0,1.0,1.0,147.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,5.0,1.0,11.0,11.0,,5.0,133.0,38.0,26.0,4.0,1.0,5.0,10.0,7.0,468.0,,,3.0,4.0,,44.0,92.0,27.0,,,,,113.0,113.0,8.0,13.0,25.0,50.2,1.0,,17.0,0.0,,,,142.0,1.0,,1.0,,,,9.0,,2.0,128.0,411.0,8.0,15.0,180.0,29.0,19.0,17.0,5.0,16.0,12.0,,163.0,2.0,322.0,,,8.0,9.0,28.0,1.0,486.0,1.0,0.0,19.0,19.0,2.0,27.0,1.0,690.0,19.0,9.0,5.0,9.0,0.0,,,2.0,,,,,9.0,10.0,,,39.0,,,,,,,,,,,,,
2019-20,1059825,13.0,2019-11-23 15:00:00,13,Leicester,Away,212.0,11.0,2.0,4.0,2.0,1.0,1.0,137.0,4.0,,2.0,1.0,8.0,19.0,345.0,1.0,1.0,14.0,9.0,11.0,9.0,2.0,4.0,,,,1.0,,2.0,14.0,1.0,,1.0,,,1.0,1.0,5.0,2.0,,60.0,58.0,6.0,5.0,2.0,6.0,14.0,2.0,7.0,,2.0,7.0,9.0,3.0,,7.0,,28.0,45.0,6.0,22.0,13.0,,1.0,37.0,1.0,8.0,1.0,,4.0,2.0,1.0,138.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,,,,,,13.0,1.0,12.0,12.0,,2.0,112.0,50.0,28.0,6.0,1.0,5.0,7.0,9.0,402.0,,,3.0,1.0,,80.0,33.0,25.0,,,,1.0,117.0,117.0,5.0,33.0,17.0,47.4,1.0,,14.0,0.0,,,,108.0,,,,,,4.0,8.0,,3.0,69.0,333.0,5.0,12.0,237.0,34.0,22.0,13.0,6.0,20.0,14.0,5.0,98.0,5.0,201.0,,,17.0,8.0,53.0,1.0,418.0,2.0,0.0,19.0,17.0,2.0,15.0,0.0,594.0,14.0,9.0,7.0,9.0,0.0,,,2.0,,,,,16.0,3.0,,,39.0,,,,,,,,,,,,,
2019-20,1059834,14.0,2019-12-01 16:30:00,13,Leicester,Home,240.0,15.0,1.0,5.0,4.0,2.0,1.0,309.0,6.0,2.0,5.0,5.0,9.0,34.0,544.0,,1.0,22.0,19.0,23.0,9.0,1.0,1.0,,,,,,,13.0,,,,,,2.0,6.0,9.0,2.0,,75.0,77.0,4.0,2.0,2.0,2.0,14.0,3.0,13.0,,2.0,4.0,10.0,7.0,,10.0,,59.0,64.0,2.0,9.0,4.0,,,71.0,7.0,9.0,1.0,,3.0,4.0,,186.0,2.0,,,2.0,,1.0,6.0,,,2.0,,,,,,4.0,,10.0,10.0,,5.0,210.0,68.0,48.0,4.0,,5.0,7.0,6.0,635.0,,,3.0,3.0,,85.0,101.0,41.0,,,,,162.0,162.0,3.0,39.0,29.0,69.3,,,14.0,0.0,,,,181.0,2.0,,2.0,,1.0,1.0,7.0,,2.0,131.0,528.0,6.0,12.0,275.0,39.0,9.0,23.0,4.0,25.0,21.0,2.0,183.0,5.0,402.0,,2.0,18.0,9.0,63.0,1.0,652.0,1.0,0.0,16.0,19.0,1.0,23.0,0.0,853.0,9.0,13.0,4.0,10.0,0.0,,,1.0,,,,,13.0,3.0,,3.0,36.0,,,,,,,,,,,,,
2019-20,1059844,15.0,2019-12-04 19:30:00,13,Leicester,Home,238.0,15.0,1.0,2.0,1.0,,,231.0,6.0,,3.0,3.0,12.0,20.0,467.0,,,18.0,23.0,23.0,6.0,1.0,1.0,,,,,,,9.0,1.0,,,,,1.0,8.0,2.0,2.0,,86.0,54.0,2.0,1.0,2.0,2.0,18.0,2.0,7.0,,2.0,7.0,8.0,5.0,,10.0,,57.0,62.0,2.0,27.0,13.0,,,54.0,13.0,16.0,1.0,,3.0,1.0,,195.0,1.0,,,1.0,,,8.0,,,1.0,,,,,2.0,13.0,,14.0,14.0,1.0,3.0,154.0,75.0,47.0,2.0,1.0,2.0,6.0,6.0,544.0,,,1.0,3.0,,58.0,84.0,37.0,,,,1.0,153.0,153.0,3.0,27.0,20.0,63.0,,,18.0,0.0,,,,134.0,,1.0,1.0,,1.0,1.0,4.0,,3.0,108.0,449.0,10.0,8.0,284.0,30.0,27.0,20.0,7.0,21.0,14.0,1.0,144.0,3.0,306.0,,,18.0,13.0,49.0,3.0,569.0,1.0,0.0,12.0,11.0,1.0,18.0,3.0,762.0,9.0,13.0,7.0,5.0,0.0,,,1.0,,,,,12.0,,,,25.0,,,,,,,,,,,,,
2019-20,1059853,16.0,2019-12-08 14:00:00,13,Leicester,Away,169.0,31.0,1.0,7.0,6.0,,3.0,249.0,7.0,,2.0,3.0,4.0,34.0,411.0,2.0,2.0,10.0,15.0,25.0,14.0,3.0,3.0,,,,,,1.0,15.0,,,,,1.0,6.0,12.0,11.0,4.0,,69.0,60.0,6.0,4.0,2.0,4.0,11.0,7.0,11.0,,,5.0,12.0,4.0,1.0,6.0,1.0,54.0,70.0,4.0,30.0,8.0,,,61.0,15.0,21.0,3.0,,4.0,4.0,,168.0,3.0,1.0,3.0,2.0,1.0,2.0,8.0,,,3.0,,,,,1.0,8.0,1.0,12.0,12.0,2.0,2.0,119.0,64.0,45.0,8.0,,7.0,13.0,8.0,448.0,,,4.0,3.0,,59.0,82.0,36.0,,,,,117.0,117.0,4.0,24.0,28.0,59.6,1.0,2.0,11.0,0.0,,,,122.0,1.0,,1.0,,,3.0,8.0,2.0,3.0,119.0,385.0,5.0,20.0,194.0,44.0,30.0,17.0,4.0,24.0,20.0,5.0,144.0,3.0,308.0,,,10.0,4.0,53.0,1.0,478.0,3.0,0.0,23.0,17.0,4.0,14.0,2.0,693.0,11.0,9.0,6.0,8.0,0.0,,,2.0,,,,,21.0,2.0,,,49.0,,,,,,,,,,,,,
2019-20,1059866,17.0,2019-12-14 15:00:00,13,Leicester,Home,194.0,17.0,3.0,9.0,6.0,,1.0,246.0,3.0,,2.0,6.0,9.0,27.0,431.0,1.0,,28.0,16.0,13.0,9.0,3.0,,,,,,,,8.0,,,,1.0,,4.0,9.0,6.0,4.0,,80.0,59.0,,,,1.0,20.0,5.0,10.0,,1.0,12.0,14.0,4.0,,6.0,1.0,53.0,59.0,1.0,15.0,9.0,,,57.0,11.0,12.0,,,5.0,4.0,,150.0,,,,,,,4.0,,,,,,,,,9.0,2.0,13.0,13.0,,3.0,136.0,60.0,42.0,4.0,,5.0,7.0,5.0,493.0,,,4.0,1.0,,80.0,101.0,44.0,,,,,146.0,146.0,4.0,21.0,30.0,56.8,1.0,,20.0,0.0,,,,147.0,1.0,1.0,2.0,,1.0,,8.0,,2.0,141.0,414.0,8.0,12.0,221.0,40.0,15.0,24.0,11.0,33.0,22.0,,179.0,2.0,325.0,,,12.0,11.0,43.0,,513.0,1.0,0.0,18.0,21.0,1.0,32.0,0.0,746.0,17.0,13.0,12.0,16.0,0.0,,,6.0,,,,1.0,10.0,8.0,,1.0,31.0,,,,,,,,,,,,,
2019-20,1059876,18.0,2019-12-21 17:30:00,13,Leicester,Away,265.0,20.0,,1.0,1.0,1.0,,68.0,7.0,,4.0,1.0,5.0,24.0,332.0,,1.0,16.0,8.0,11.0,4.0,,1.0,,,,,,1.0,5.0,,,,,,,6.0,17.0,6.0,,69.0,55.0,2.0,1.0,1.0,1.0,14.0,,10.0,,,,6.0,1.0,,9.0,3.0,45.0,46.0,1.0,16.0,7.0,,1.0,33.0,9.0,13.0,1.0,,,2.0,,134.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,7.0,,11.0,11.0,3.0,5.0,104.0,46.0,24.0,6.0,,3.0,2.0,2.0,383.0,,,4.0,1.0,,29.0,33.0,14.0,1.0,1.0,1.0,,123.0,123.0,1.0,31.0,17.0,37.3,,,14.0,0.0,,,,102.0,8.0,1.0,9.0,,1.0,1.0,3.0,,3.0,31.0,312.0,8.0,5.0,304.0,45.0,16.0,18.0,,9.0,9.0,1.0,57.0,3.0,114.0,,,7.0,6.0,47.0,3.0,409.0,1.0,0.0,5.0,14.0,3.0,17.0,2.0,585.0,13.0,8.0,1.0,6.0,0.0,,,,,,,,3.0,2.0,3.0,,11.0,,,,,,,,,,,,,
2019-20,1059887,19.0,2019-12-26 20:00:00,13,Leicester,Home,219.0,23.0,,,,1.0,,126.0,6.0,,5.0,2.0,4.0,25.0,345.0,,,17.0,13.0,12.0,2.0,,,,,,,,,3.0,,,,,,,3.0,12.0,3.0,,65.0,60.0,,,,2.0,14.0,1.0,18.0,,,2.0,7.0,3.0,,2.0,2.0,45.0,45.0,2.0,36.0,15.0,,3.0,41.0,5.0,7.0,,,1.0,1.0,,152.0,,,,,,,9.0,,,,,,,,1.0,15.0,,11.0,11.0,,5.0,88.0,47.0,30.0,8.0,,1.0,1.0,,397.0,,,2.0,1.0,,36.0,65.0,15.0,1.0,1.0,1.0,,133.0,133.0,3.0,39.0,11.0,41.2,,,14.0,0.0,,,,116.0,1.0,1.0,2.0,,1.0,,2.0,,3.0,60.0,325.0,9.0,2.0,254.0,44.0,36.0,19.0,2.0,13.0,11.0,,88.0,3.0,180.0,,1.0,9.0,5.0,48.0,6.0,421.0,,0.0,3.0,16.0,1.0,18.0,1.0,618.0,26.0,11.0,2.0,11.0,0.0,,,,,,,,1.0,2.0,,,9.0,,,,,,,,,,,,,
2019-20,1059901,20.0,2019-12-28 17:30:00,13,Leicester,Away,262.0,21.0,1.0,3.0,3.0,1.0,,165.0,5.0,1.0,5.0,1.0,6.0,21.0,424.0,1.0,2.0,28.0,25.0,14.0,6.0,1.0,,,,1.0,1.0,,1.0,9.0,,1.0,,,,,3.0,11.0,3.0,,92.0,61.0,3.0,2.0,2.0,3.0,12.0,3.0,20.0,,1.0,5.0,6.0,7.0,,15.0,1.0,73.0,52.0,3.0,10.0,6.0,,,51.0,4.0,16.0,1.0,,3.0,1.0,1.0,181.0,2.0,,2.0,2.0,,,7.0,,,2.0,,,,,,6.0,,16.0,16.0,,5.0,128.0,77.0,44.0,5.0,1.0,2.0,7.0,8.0,496.0,,,5.0,,,66.0,75.0,23.0,,,,1.0,167.0,167.0,5.0,22.0,28.0,57.3,,,25.0,0.0,,,,122.0,2.0,1.0,3.0,,,,2.0,,3.0,79.0,404.0,12.0,9.0,293.0,41.0,10.0,20.0,4.0,17.0,14.0,,111.0,3.0,247.0,,1.0,24.0,6.0,59.0,3.0,523.0,1.0,0.0,13.0,11.0,3.0,31.0,1.0,751.0,24.0,11.0,6.0,6.0,0.0,,,2.0,,,,,10.0,3.0,,,24.0,,,,,,,,,,,,,
2019-20,1059907,21.0,2020-01-01 15:00:00,13,Leicester,Away,291.0,17.0,3.0,2.0,,4.0,,466.0,1.0,,5.0,1.0,6.0,31.0,755.0,1.0,,20.0,11.0,22.0,7.0,3.0,4.0,1.0,,,1.0,,,12.0,,,,,,1.0,7.0,3.0,2.0,,131.0,58.0,2.0,3.0,1.0,2.0,18.0,2.0,8.0,,1.0,5.0,6.0,2.0,,9.0,2.0,45.0,52.0,2.0,14.0,7.0,,,87.0,12.0,8.0,1.0,,3.0,,1.0,201.0,2.0,,1.0,2.0,,,1.0,,,3.0,,,,,,7.0,,11.0,11.0,1.0,5.0,260.0,91.0,72.0,4.0,1.0,3.0,9.0,10.0,822.0,,,1.0,,,148.0,123.0,26.0,,,,,126.0,126.0,4.0,23.0,26.0,76.6,,,18.0,0.0,,,,241.0,1.0,1.0,2.0,,,4.0,5.0,,3.0,174.0,744.0,7.0,12.0,309.0,29.0,14.0,11.0,4.0,11.0,8.0,4.0,212.0,4.0,535.0,,,8.0,6.0,47.0,3.0,833.0,2.0,0.0,17.0,17.0,,20.0,1.0,1022.0,21.0,5.0,5.0,9.0,0.0,,,3.0,,,,,10.0,7.0,,,31.0,,,,,,,,,,,,,
2019-20,1059917,22.0,2020-01-11 15:00:00,13,Leicester,Home,204.0,11.0,1.0,3.0,2.0,1.0,1.0,130.0,5.0,1.0,4.0,5.0,4.0,17.0,331.0,,,23.0,28.0,21.0,3.0,1.0,1.0,,,,,,,3.0,,,,,,1.0,5.0,10.0,6.0,,56.0,70.0,1.0,,1.0,2.0,15.0,,9.0,1.0,4.0,2.0,3.0,3.0,,14.0,4.0,67.0,66.0,2.0,21.0,8.0,,2.0,58.0,9.0,17.0,,,3.0,3.0,,180.0,1.0,,1.0,,1.0,,6.0,,,,,,,,1.0,8.0,,10.0,10.0,,4.0,122.0,74.0,32.0,4.0,1.0,,5.0,5.0,430.0,,,2.0,2.0,,61.0,57.0,23.0,,,,,192.0,192.0,2.0,40.0,22.0,58.2,,,15.0,0.0,,,,97.0,5.0,3.0,7.0,,,1.0,,,3.0,58.0,310.0,9.0,5.0,244.0,37.0,21.0,18.0,2.0,11.0,9.0,1.0,102.0,4.0,222.0,,1.0,29.0,6.0,59.0,3.0,455.0,1.0,0.0,5.0,20.0,2.0,33.0,0.0,686.0,22.0,9.0,2.0,13.0,0.0,,,1.0,,,,,4.0,1.0,3.0,,12.0,,,,,,,,,,,,,
2019-20,1059924,23.0,2020-01-19 14:00:00,13,Leicester,Away,184.0,19.0,2.0,5.0,3.0,1.0,2.0,209.0,6.0,,3.0,3.0,10.0,26.0,388.0,1.0,2.0,21.0,33.0,27.0,10.0,2.0,,,,,,,1.0,13.0,,1.0,,,,3.0,3.0,5.0,3.0,,82.0,61.0,4.0,4.0,1.0,4.0,20.0,4.0,13.0,,,5.0,8.0,6.0,,6.0,2.0,68.0,74.0,4.0,26.0,13.0,,,60.0,8.0,14.0,,,5.0,4.0,,184.0,1.0,,,1.0,,,7.0,,,1.0,,,,,1.0,13.0,,11.0,11.0,2.0,3.0,109.0,74.0,37.0,4.0,1.0,3.0,10.0,8.0,470.0,,,1.0,2.0,,57.0,91.0,38.0,,,,1.0,153.0,153.0,1.0,26.0,27.0,55.5,,1.0,20.0,0.0,,,,117.0,2.0,1.0,3.0,,,,6.0,,2.0,123.0,371.0,8.0,15.0,210.0,40.0,26.0,20.0,5.0,23.0,18.0,,169.0,4.0,305.0,,,21.0,10.0,66.0,,492.0,3.0,0.0,18.0,23.0,5.0,22.0,0.0,702.0,12.0,10.0,5.0,18.0,0.0,,,1.0,,,,,12.0,6.0,3.0,,37.0,,,,,,,,,,,,,
2019-20,1059935,24.0,2020-01-22 19:30:00,13,Leicester,Home,233.0,13.0,1.0,4.0,3.0,1.0,,262.0,3.0,,4.0,4.0,1.0,34.0,491.0,3.0,,19.0,21.0,25.0,10.0,2.0,,,,,,,,16.0,1.0,,,,,1.0,4.0,6.0,,,81.0,49.0,1.0,,2.0,3.0,13.0,7.0,7.0,,,7.0,9.0,4.0,1.0,4.0,,46.0,69.0,3.0,10.0,4.0,,,63.0,10.0,18.0,,,5.0,1.0,,165.0,3.0,,2.0,3.0,,,3.0,,,3.0,1.0,,,,1.0,4.0,,9.0,9.0,,4.0,177.0,65.0,41.0,8.0,3.0,2.0,13.0,8.0,546.0,,,1.0,4.0,,93.0,68.0,40.0,1.0,1.0,1.0,1.0,133.0,133.0,7.0,19.0,19.0,67.3,,1.0,13.0,0.0,,,,146.0,1.0,,1.0,,2.0,,4.0,,3.0,142.0,470.0,6.0,15.0,247.0,28.0,10.0,15.0,7.0,21.0,14.0,,187.0,2.0,343.0,1.0,,12.0,1.0,54.0,2.0,569.0,4.0,0.0,19.0,17.0,1.0,23.0,1.0,771.0,19.0,10.0,7.0,9.0,0.0,,,1.0,,,,,13.0,6.0,,,42.0,,,,,,,,,,,,,
2019-20,1059945,25.0,2020-02-01 12:30:00,13,Leicester,Home,228.0,24.0,3.0,5.0,2.0,4.0,,146.0,5.0,,2.0,7.0,7.0,26.0,369.0,1.0,1.0,19.0,17.0,17.0,7.0,3.0,1.0,,,,2.0,,,9.0,,,,,,,10.0,6.0,1.0,,66.0,71.0,3.0,3.0,,,16.0,5.0,16.0,,,4.0,8.0,1.0,1.0,8.0,,62.0,63.0,,18.0,6.0,,1.0,50.0,16.0,14.0,,,5.0,3.0,2.0,165.0,2.0,,1.0,2.0,,,6.0,,,2.0,,,,,2.0,6.0,,9.0,9.0,,2.0,123.0,67.0,35.0,6.0,1.0,5.0,7.0,4.0,459.0,,,3.0,1.0,,55.0,56.0,22.0,,,,,161.0,161.0,9.0,37.0,23.0,49.7,,,16.0,0.0,,,,124.0,1.0,,1.0,,1.0,1.0,5.0,,2.0,71.0,353.0,7.0,12.0,263.0,44.0,18.0,14.0,4.0,16.0,12.0,1.0,107.0,8.0,231.0,,,30.0,8.0,66.0,1.0,478.0,1.0,0.0,14.0,25.0,5.0,24.0,2.0,671.0,19.0,7.0,4.0,17.0,0.0,,,3.0,,,,,8.0,6.0,2.0,1.0,19.0,,,,,,,,,,,,,
2019-20,1059961,26.0,2020-02-14 20:00:00,13,Leicester,Away,194.0,11.0,,4.0,4.0,,2.0,223.0,7.0,,5.0,1.0,5.0,13.0,413.0,,,18.0,22.0,19.0,5.0,2.0,,,,,,,,5.0,,,,,,4.0,5.0,11.0,4.0,,81.0,50.0,,,,5.0,15.0,4.0,18.0,,1.0,,9.0,7.0,,10.0,1.0,67.0,62.0,5.0,17.0,10.0,,1.0,42.0,10.0,12.0,,,4.0,3.0,,154.0,,,,,,,10.0,,,,1.0,,,,1.0,10.0,,14.0,14.0,2.0,5.0,125.0,68.0,45.0,7.0,,2.0,5.0,3.0,470.0,,,4.0,3.0,,72.0,90.0,20.0,,,,,131.0,131.0,4.0,24.0,17.0,59.2,,,15.0,0.0,,,,133.0,3.0,,3.0,1.0,,,2.0,,3.0,89.0,395.0,6.0,7.0,218.0,22.0,17.0,19.0,,19.0,19.0,,122.0,1.0,294.0,1.0,,18.0,5.0,39.0,,493.0,1.0,1.0,9.0,21.0,,20.0,2.0,698.0,13.0,11.0,,12.0,0.0,,,,,,,,6.0,3.0,,,20.0,,,,,,,,,,,,,
2019-20,1059966,27.0,2020-02-22 17:30:00,13,Leicester,Home,134.0,23.0,,2.0,2.0,1.0,1.0,107.0,6.0,,7.0,2.0,2.0,24.0,239.0,,2.0,17.0,9.0,8.0,6.0,,,,,1.0,2.0,,1.0,6.0,,,,1.0,,,6.0,10.0,8.0,,46.0,62.0,1.0,1.0,,3.0,15.0,3.0,12.0,,,3.0,3.0,5.0,,7.0,3.0,49.0,50.0,3.0,21.0,15.0,,,48.0,14.0,10.0,,,3.0,1.0,2.0,124.0,,,,,,,6.0,,,,1.0,,,,1.0,15.0,1.0,12.0,12.0,,8.0,70.0,57.0,29.0,7.0,,3.0,3.0,3.0,293.0,,,4.0,1.0,,53.0,37.0,20.0,,1.0,1.0,,121.0,121.0,3.0,31.0,18.0,31.9,1.0,,15.0,0.0,,,,71.0,5.0,1.0,6.0,,,,4.0,,3.0,51.0,225.0,8.0,6.0,153.0,42.0,21.0,26.0,2.0,11.0,9.0,,86.0,4.0,169.0,1.0,,13.0,2.0,52.0,1.0,311.0,,0.0,10.0,14.0,3.0,21.0,0.0,515.0,18.0,18.0,3.0,10.0,0.0,,,2.0,,,,,5.0,5.0,,,10.0,,1.0,,,,,,,,,,,
