season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576208,27,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,1.0,,6.5,,,,1.0,,,,1.0,,,3.0,3.0,0,,4.0,,,,
2021-22,9576208,27,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,7.0,,2.0,49.0,18.0,60.0,,,5.0,1.0,,,,,,,,2.0,,,,,,,,,2.0,3.0,90.0,,,,,,,13.0,,8.3,,,2.0,2.0,,15.0,,4.0,,61.0,19.0,65.0,2,2.0,92.0,,,,
2021-22,9576208,27,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,1.0,10.0,26.0,36.0,2.0,4.0,3.0,,,,,,,,3.0,6.0,,,1.0,,,,,,2.0,1.0,90.0,1.0,,,,,,7.0,,7.7,,,2.0,4.0,,,,3.0,,15.0,28.0,43.0,3,1.0,58.0,,1.0,,1.0
2021-22,9576208,27,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,5.0,5.0,10.0,1.0,3.0,1.0,,1.0,2.0,,,,3.0,7.0,5.0,,,2.0,,1.0,,,,,,83.0,1.0,,,,,,9.0,,6.8,,,1.0,,1.0,,,,1.0,8.0,6.0,14.0,4,,29.0,1.0,2.0,,
2021-22,9576208,27,20,Southampton,Home,815927,198044,Harry Lewis,harry-lewis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,1.0,33.0,11.0,44.0,,1.0,8.0,,,,,,,1.0,3.0,10.0,,,,,,,,,1.0,2.0,90.0,2.0,,,,,,20.0,,8.1,,,1.0,,8.0,4.0,,1.0,,44.0,13.0,53.0,3,2.0,92.0,,1.0,6.0,2.0
2021-22,9576208,27,20,Southampton,Home,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,827519,244560,Romain Perraud,romain-perraud,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2021-22,9576208,27,20,Southampton,Home,946158,450527,Mohammed Salisu,mohammed-salisu,D,False,,,4.0,16.0,20.0,36.0,4.0,4.0,3.0,,,1.0,1.0,,,,6.0,6.0,,,1.0,,,,,,,,90.0,,2.0,,,,,19.0,,7.3,,,,7.0,1.0,1.0,,9.0,,25.0,27.0,51.0,1,1.0,71.0,1.0,,1.0,
2021-22,9576208,27,20,Southampton,Home,949785,240143,Ibrahima Diallo,ibrahima-diallo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,980634,441191,Tino Livramento,tino-livramento,D,False,2.0,,2.0,27.0,15.0,40.0,1.0,,8.0,,,,1.0,,,,2.0,2.0,,,,,,,,,3.0,1.0,90.0,,1.0,,,,,17.0,,7.3,,,,1.0,1.0,3.0,,3.0,,36.0,16.0,49.0,0,,74.0,3.0,1.0,1.0,
2021-22,9576208,27,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,18.0,1.0,19.0,2.0,4.0,5.0,1.0,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,2.0,81.0,1.0,,,,,,10.0,,7.5,,,2.0,,1.0,1.0,,,1.0,25.0,2.0,26.0,3,,33.0,1.0,,1.0,
2021-22,9576200,28,20,Southampton,Away,10501,20467,Theo Walcott,theo-walcott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,False,,1.0,6.0,2.0,12.0,14.0,,,8.0,,,,,,,,,1.0,,,,,,-1.0395,,,,,90.0,,,,,,,10.0,1.0,6.7,3.0,5.0,,3.0,,,1.0,15.0,,8.0,16.0,24.0,0,,40.0,,1.0,,
2021-22,9576200,28,20,Southampton,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,4.0,29.0,16.0,45.0,1.0,1.0,4.0,,,,1.0,,,,4.0,5.0,,,2.0,,,,,,,2.0,77.0,,,,,,,5.0,,6.7,,,,,1.0,,,4.0,,32.0,17.0,49.0,0,2.0,56.0,1.0,1.0,1.0,2.0
2021-22,9576200,28,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,,,4.0,37.0,15.0,52.0,,,5.0,,,1.0,,,,1.0,4.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,13.0,,6.8,,,3.0,,6.0,,,4.0,,42.0,16.0,58.0,4,1.0,74.0,4.0,,4.0,1.0
2021-22,9576200,28,20,Southampton,Away,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,False,,,1.0,12.0,3.0,15.0,,1.0,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,45.0,,,,,,,7.0,,6.4,,,,,,2.0,,1.0,,15.0,3.0,16.0,0,1.0,29.0,2.0,1.0,,1.0
2021-22,9576200,28,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,False,,,9.0,15.0,43.0,58.0,1.0,1.0,11.0,,,,2.0,,,,3.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,12.0,,6.4,,,,1.0,1.0,,,15.0,,27.0,43.0,70.0,0,3.0,77.0,,,1.0,2.0
2021-22,9576200,28,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,1.0,,4.0,37.0,28.0,64.0,,1.0,5.0,,,2.0,1.0,,,1.0,3.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,16.0,,6.5,,,,,1.0,9.0,,4.0,,51.0,28.0,70.0,2,1.0,88.0,,,,1.0
2021-22,9576200,28,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,7.0,23.0,43.0,66.0,1.0,2.0,10.0,,1.0,,,,,,1.0,5.0,,,,,,,,,2.0,,90.0,,1.0,,,,,10.0,,6.5,,,1.0,,,,,13.0,,31.0,45.0,76.0,1,2.0,85.0,,1.0,,1.0
2021-22,9576200,28,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,9.0,1.0,10.0,2.0,,1.0,,2.0,,,,,1.0,3.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,9.0,,6.0,,,1.0,1.0,1.0,,,,,11.0,1.0,12.0,2,1.0,30.0,6.0,3.0,1.0,
2021-22,9576200,28,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,1.0,9.0,4.0,13.0,,1.0,1.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,1.0,,32.0,,,,,,,8.0,,6.8,,,,,3.0,2.0,,1.0,,12.0,5.0,15.0,0,,30.0,2.0,1.0,3.0,
2021-22,9576200,28,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,True,1.0,,,15.0,13.0,27.0,,2.0,4.0,1.0,,,,,,1.0,3.0,2.0,,,2.0,,,,,,1.0,1.0,45.0,,,,,,,14.0,,6.5,,,1.0,1.0,,2.0,,2.0,,23.0,15.0,36.0,1,,46.0,,,,
2021-22,9576200,28,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,False,,,1.0,25.0,13.0,38.0,,1.0,3.0,,,,,,,,4.0,2.0,,,2.0,,,,,,,,58.0,,,,,,,15.0,,5.9,,,1.0,,3.0,2.0,,1.0,,33.0,14.0,45.0,1,,61.0,2.0,,1.0,
2021-22,9576200,28,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,949785,240143,Ibrahima Diallo,ibrahima-diallo,M,True,,,1.0,5.0,3.0,8.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,13.0,,,,,,,,,6.6,,,,,,,,1.0,,5.0,3.0,8.0,0,,8.0,,,,
2021-22,9576200,28,20,Southampton,Away,970435,214466,Will Smallbone,will-smallbone,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,980634,441191,Tino Livramento,tino-livramento,D,False,1.0,,1.0,27.0,19.0,45.0,,,9.0,2.0,,,,,,,1.0,6.0,,,,,,,,,3.0,3.0,90.0,,,,,,,17.0,,7.2,,,,,2.0,3.0,,4.0,,39.0,21.0,57.0,0,4.0,82.0,1.0,1.0,1.0,3.0
2021-22,9576200,28,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,13.0,1.0,14.0,5.0,,4.0,,,,1.0,,,1.0,7.0,4.0,,,,,,,,,1.0,1.0,90.0,,,,,,,11.0,,6.7,,,,1.0,3.0,1.0,,1.0,1.0,19.0,2.0,20.0,0,,34.0,3.0,1.0,3.0,
2021-22,9576325,29,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2021-22,9576325,29,20,Southampton,Home,10501,20467,Theo Walcott,theo-walcott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,False,,,2.0,1.0,21.0,22.0,,,6.0,,,,,,,,,,,,,,,0.1311,,,,,90.0,,,,,,,4.0,,6.6,3.0,3.0,,,,,,6.0,,5.0,21.0,26.0,0,,34.0,,,,
2021-22,9576325,29,20,Southampton,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,4.0,23.0,23.0,46.0,2.0,3.0,6.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,,1.0,1.0,74.0,,,,,,,9.0,,6.8,,,,1.0,,,,4.0,,24.0,27.0,51.0,0,1.0,61.0,4.0,,,
2021-22,9576325,29,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,1.0,,1.0,6.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,1.0,,,,,,1.0,,6.9,,,,,,1.0,,1.0,,7.0,2.0,8.0,1,,11.0,,,,
2021-22,9576325,29,20,Southampton,Home,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,1.0,,1.0,24.0,11.0,34.0,,,7.0,,,,,,,1.0,5.0,8.0,,,,,,,,,,1.0,90.0,,,,,,,21.0,,6.8,,,1.0,,6.0,2.0,,1.0,,34.0,13.0,45.0,1,3.0,66.0,3.0,3.0,2.0,2.0
2021-22,9576325,29,20,Southampton,Home,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,False,,,,11.0,2.0,13.0,,3.0,2.0,,,,2.0,,,1.0,5.0,9.0,,,1.0,,1.0,,,,1.0,1.0,90.0,2.0,,,,,,18.0,,7.5,,,,2.0,2.0,3.0,,1.0,,20.0,4.0,21.0,2,4.0,51.0,5.0,1.0,1.0,3.0
2021-22,9576325,29,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,7.0,,4.0,41.0,18.0,52.0,2.0,,5.0,1.0,,,,,,1.0,3.0,1.0,,,,,,,,,,4.0,90.0,,,,,,,23.0,,7.7,,,1.0,1.0,,19.0,,9.0,,60.0,21.0,62.0,1,1.0,91.0,,,,1.0
2021-22,9576325,29,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,5.0,20.0,31.0,51.0,3.0,7.0,8.0,,,1.0,1.0,,,,5.0,8.0,,,1.0,,,,,,3.0,,90.0,,1.0,,,,,22.0,,6.7,,,,3.0,,,,13.0,,30.0,41.0,71.0,1,1.0,91.0,,,,
2021-22,9576325,29,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,12.0,2.0,14.0,5.0,3.0,2.0,1.0,,,1.0,,,2.0,8.0,5.0,,,1.0,1.0,,,,,,1.0,90.0,1.0,,,,,,14.0,,7.0,,,,,,,,1.0,,21.0,3.0,24.0,1,,32.0,2.0,2.0,,
2021-22,9576325,29,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,1.0,25.0,10.0,35.0,1.0,,13.0,,,,,,,3.0,6.0,9.0,,,,,,,,,1.0,,90.0,1.0,,,,,,17.0,,6.7,,,,1.0,5.0,3.0,,2.0,,33.0,12.0,42.0,1,3.0,74.0,1.0,3.0,3.0,2.0
2021-22,9576325,29,20,Southampton,Home,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,827519,244560,Romain Perraud,romain-perraud,D,False,1.0,,,17.0,12.0,28.0,2.0,3.0,7.0,,,,1.0,,,1.0,6.0,6.0,,,3.0,,,,,,,,90.0,,,,,,,23.0,,6.1,,,1.0,1.0,1.0,4.0,,7.0,,28.0,19.0,43.0,1,1.0,67.0,2.0,1.0,1.0,
2021-22,9576325,29,20,Southampton,Home,946158,450527,Mohammed Salisu,mohammed-salisu,D,False,,,4.0,29.0,41.0,70.0,6.0,4.0,8.0,,1.0,,2.0,,,1.0,9.0,6.0,1.0,1.0,1.0,,,,,,2.0,,90.0,2.0,,,,,,19.0,,6.0,,,2.0,3.0,,,,8.0,,34.0,50.0,84.0,4,2.0,104.0,,,,
2021-22,9576325,29,20,Southampton,Home,949785,240143,Ibrahima Diallo,ibrahima-diallo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,970435,214466,Will Smallbone,will-smallbone,M,False,,,,4.0,3.0,7.0,1.0,,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,45.0,,,,,,,5.0,,6.6,,,,,,1.0,,1.0,,9.0,3.0,11.0,0,1.0,14.0,,,,1.0
2021-22,9576325,29,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,6.0,,6.0,3.0,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,44.0,,,,,,,5.0,,6.4,,,,,,,,,,9.0,,9.0,0,,14.0,1.0,1.0,,
2021-22,10196713,30,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,False,,2.0,5.0,4.0,12.0,16.0,,1.0,5.0,,,,,,,,,1.0,,,,,,0.1981,,,,,90.0,,,,,,,12.0,3.0,7.0,3.0,4.0,,5.0,,,2.0,17.0,,14.0,14.0,28.0,0,,39.0,,,,
2021-22,10196713,30,20,Southampton,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,2.0,27.0,17.0,44.0,,1.0,8.0,,1.0,,2.0,,,1.0,4.0,6.0,,,,,,,,,2.0,,90.0,,,,,,,15.0,,6.7,,,2.0,,2.0,,,4.0,,37.0,18.0,55.0,2,3.0,71.0,2.0,1.0,1.0,2.0
2021-22,10196713,30,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,1.0,4.0,7.0,11.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,2.0,25.0,,,,,,,4.0,,7.1,,,,,,1.0,,2.0,,8.0,7.0,14.0,0,,18.0,,1.0,,
2021-22,10196713,30,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,,,1.0,19.0,10.0,29.0,,,1.0,,,1.0,,,,2.0,4.0,4.0,,,,,,,,,,,66.0,,,,,,,14.0,,6.3,,,,,3.0,3.0,,2.0,,25.0,12.0,34.0,1,2.0,52.0,2.0,1.0,1.0,1.0
2021-22,10196713,30,20,Southampton,Away,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,False,,,,11.0,,11.0,2.0,2.0,,,,,,,,,2.0,3.0,,,,,,,,,,2.0,65.0,,,,,,,6.0,,6.9,,,1.0,1.0,,2.0,,,1.0,15.0,1.0,14.0,1,1.0,21.0,1.0,,,
2021-22,10196713,30,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,3.0,,2.0,32.0,14.0,43.0,3.0,,6.0,1.0,,,2.0,,,,5.0,2.0,,,,,,,,,,4.0,90.0,1.0,1.0,,,,,15.0,,7.5,,,,,,12.0,,3.0,,44.0,16.0,48.0,1,2.0,67.0,1.0,,,2.0
2021-22,10196713,30,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,6.0,27.0,46.0,73.0,,2.0,11.0,,,,,,,,1.0,4.0,,,1.0,,,,,,3.0,,90.0,,,,,,,10.0,,6.9,,,,2.0,,,,9.0,,31.0,51.0,82.0,0,1.0,93.0,1.0,1.0,,
2021-22,10196713,30,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,5.0,4.0,9.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,24.0,1.0,,,,,,,,6.4,,,,,1.0,,,,,5.0,4.0,9.0,2,,12.0,,,1.0,
2021-22,10196713,30,20,Southampton,Away,797893,212721,Lyanco,lyanco,D,False,,,2.0,16.0,38.0,54.0,1.0,2.0,6.0,,,,1.0,,,1.0,3.0,3.0,,,,,,,,,3.0,,90.0,1.0,2.0,,,,,10.0,,6.9,,,,4.0,,,,7.0,,22.0,39.0,61.0,1,1.0,79.0,1.0,,,1.0
2021-22,10196713,30,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,3.0,14.0,10.0,24.0,1.0,1.0,6.0,,,1.0,1.0,,,2.0,4.0,6.0,,,,,,,,,,,83.0,,,,,,,14.0,,6.7,,,1.0,1.0,2.0,4.0,,4.0,1.0,20.0,13.0,29.0,2,1.0,54.0,1.0,2.0,2.0,
2021-22,10196713,30,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,False,,,1.0,15.0,18.0,33.0,4.0,2.0,8.0,,,,2.0,,,,8.0,7.0,,,,,,,,,1.0,,90.0,,,,,,,13.0,,6.4,,,,6.0,3.0,1.0,,5.0,,21.0,23.0,43.0,0,3.0,68.0,,1.0,1.0,3.0
2021-22,10196713,30,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,False,,,2.0,20.0,13.0,33.0,1.0,,3.0,,,,1.0,,,,5.0,1.0,,,3.0,,,,,,1.0,1.0,90.0,,2.0,,,,,15.0,,6.6,,,,3.0,,4.0,,6.0,,28.0,15.0,39.0,0,1.0,67.0,2.0,,,
2021-22,10196713,30,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,946158,450527,Mohammed Salisu,mohammed-salisu,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,949785,240143,Ibrahima Diallo,ibrahima-diallo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,980634,441191,Tino Livramento,tino-livramento,D,True,,,,3.0,1.0,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,12.0,,,,,,,1.0,,6.5,,,,,,,,,,3.0,1.0,4.0,0,,7.0,,,,
2021-22,10196713,30,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,12.0,,12.0,3.0,1.0,4.0,,,1.0,1.0,,,,9.0,2.0,,,2.0,,,,,,,,90.0,,,,,,,12.0,,6.2,,,,1.0,4.0,,,,,17.0,2.0,19.0,1,,29.0,2.0,,1.0,
2021-22,9576234,31,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,2.0,,2.0,,1.0,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,1,,5.0,,2.0,,
2021-22,9576234,31,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,False,,,5.0,5.0,3.0,8.0,,1.0,10.0,,,,,,,,,1.0,1.0,,,,,0.0061,1.0,,,,90.0,,,,,,,23.0,,6.3,2.0,2.0,,3.0,,,,28.0,,26.0,5.0,31.0,0,,40.0,,,,
2021-22,9576234,31,20,Southampton,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,3.0,15.0,10.0,25.0,,1.0,9.0,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,1.0,3.0,64.0,,,,,,,10.0,,7.1,,,,1.0,,,,5.0,,20.0,12.0,32.0,0,1.0,40.0,3.0,1.0,,
2021-22,9576234,31,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,True,1.0,,,6.0,2.0,7.0,,,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,1.0,26.0,,,,,,,2.0,,6.7,,,,,2.0,1.0,,,,6.0,3.0,8.0,0,,13.0,,1.0,1.0,
2021-22,9576234,31,20,Southampton,Away,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,False,,,1.0,13.0,8.0,21.0,5.0,2.0,12.0,,1.0,,,,,,7.0,4.0,,,1.0,,,,,,,,90.0,2.0,,,,,,19.0,,6.6,,,,,2.0,1.0,,2.0,,23.0,11.0,33.0,2,1.0,50.0,5.0,,1.0,
2021-22,9576234,31,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,4.0,,1.0,19.0,21.0,36.0,2.0,,12.0,,,1.0,,,,,3.0,,,,1.0,,1.0,,,,1.0,2.0,90.0,1.0,1.0,,,,,15.0,,7.8,,,,,,12.0,,3.0,,31.0,24.0,43.0,2,,60.0,,,,
2021-22,9576234,31,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,5.0,10.0,16.0,26.0,2.0,1.0,7.0,,,1.0,,,,,2.0,2.0,,,1.0,,,,,,4.0,,90.0,,2.0,,,,,5.0,,7.3,,,1.0,7.0,,,,7.0,,14.0,17.0,31.0,2,,50.0,,1.0,,
2021-22,9576234,31,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,2.0,15.0,1.0,16.0,5.0,3.0,3.0,,1.0,1.0,1.0,,,1.0,10.0,7.0,,,1.0,,,,,,,2.0,87.0,1.0,,,,,,19.0,,6.5,,,,,4.0,1.0,,2.0,,26.0,1.0,26.0,2,1.0,44.0,4.0,1.0,2.0,
2021-22,9576234,31,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,,13.0,6.0,19.0,,,3.0,,,,,,,1.0,7.0,12.0,,,,,,,,,,,90.0,1.0,,,,,,24.0,,6.7,,,1.0,6.0,13.0,1.0,,3.0,,22.0,7.0,28.0,2,2.0,68.0,4.0,3.0,7.0,2.0
2021-22,9576234,31,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,9.0,,,,,,,2.0,,6.2,,,,,1.0,,,1.0,,2.0,,2.0,0,,3.0,,,,
